Turno,Jugador,Acción,Vida,Defensa,Estados
1,Nelson,Vida: 15 -> 15, Defensa: 0 -> 3, Estados: {},15,3,{}
1,Nico,Vida: 15 -> 13, Defensa: 0 -> 0, Estados: {},13,0,{}
3,Nico,Vida: 13 -> 13, Defensa: 0 -> 2, Estados: {},13,2,{}
3,Nelson,Vida: 15 -> 15, Defensa: 3 -> 0, Estados: {"paralyze":"applied","fire":"applied"},15,0,{"paralyze":"applied","fire":"applied"}
5,Nelson,Vida: 15 -> 14, Defensa: 0 -> 0, Estados: {},14,0,{}
6,Nelson,Vida: 14 -> 11, Defensa: 0 -> 0, Estados: {},11,0,{}
6,Nico,Vida: 13 -> 13, Defensa: 2 -> 4, Estados: {},13,4,{}
8,Nelson,Vida: 11 -> 10, Defensa: 0 -> 0, Estados: {},10,0,{}
9,Nelson,Vida: 10 -> 6, Defensa: 0 -> 0, Estados: {"fire":"applied"},6,0,{"fire":"applied"}
10,Nelson,Vida: 6 -> 6, Defensa: 0 -> 2, Estados: {},6,2,{}
10,Nico,Vida: 13 -> 13, Defensa: 4 -> 1, Estados: {},13,1,{}
12,Nelson,Vida: 6 -> 5, Defensa: 2 -> 0, Estados: {},5,0,{}
12,Nico,Vida: 13 -> 13, Defensa: 1 -> 2, Estados: {},13,2,{}
14,Nelson,Vida: 5 -> 5, Defensa: 0 -> 3, Estados: {},5,3,{}
14,Nico,Vida: 13 -> 13, Defensa: 2 -> 0, Estados: {},13,0,{}
16,Nelson,Vida: 5 -> 5, Defensa: 3 -> 4, Estados: {},5,4,{}
17,Nico,Vida: 13 -> 14, Defensa: 0 -> 0, Estados: {},14,0,{}
17,Nelson,Vida: 5 -> 5, Defensa: 4 -> 1, Estados: {},5,1,{}
19,Nico,Vida: 14 -> 11, Defensa: 0 -> 0, Estados: {"paralyze":"applied"},11,0,{"paralyze":"applied"}
19,Nelson,Vida: 5 -> 5, Defensa: 1 -> 3, Estados: {},5,3,{}
21,Nico,Vida: 11 -> 11, Defensa: 0 -> 1, Estados: {},11,1,{}
21,Nelson,Vida: 5 -> 5, Defensa: 3 -> 1, Estados: {},5,1,{}
23,Nelson,Vida: 5 -> 5, Defensa: 1 -> 3, Estados: {},5,3,{}
23,Nico,Vida: 11 -> 8, Defensa: 1 -> 0, Estados: {},8,0,{}
25,Nelson,Vida: 5 -> 5, Defensa: 3 -> 6, Estados: {},5,6,{}
25,Nico,Vida: 8 -> 6, Defensa: 0 -> 0, Estados: {},6,0,{}
27,Nico,Vida: 6 -> 6, Defensa: 0 -> 2, Estados: {"luck":"applied"},6,2,{"luck":"applied"}
27,Nelson,Vida: 5 -> 5, Defensa: 6 -> 3, Estados: {},5,3,{}
29,Nelson,Vida: 5 -> 5, Defensa: 3 -> 6, Estados: {},5,6,{}
29,Nico,Vida: 6 -> 6, Defensa: 2 -> 0, Estados: {},6,0,{}
31,Nelson,Vida: 5 -> 5, Defensa: 6 -> 4, Estados: {"paralyze":"applied"},5,4,{"paralyze":"applied"}
32,Nelson,Vida: 5 -> 5, Defensa: 4 -> 8, Estados: {},5,8,{}
32,Nico,Vida: 6 -> 3, Defensa: 0 -> 0, Estados: {},3,0,{}
34,Nico,Vida: 3 -> 1, Defensa: 0 -> 0, Estados: {"luck":"applied","paralyze":"applied"},1,0,{"luck":"applied","paralyze":"applied"}
34,Nelson,Vida: 5 -> 5, Defensa: 8 -> 7, Estados: {"fire":"applied"},5,7,{"fire":"applied"}
